team_id,team_name,fifa_code,confederation,matches_played,wins,draws,losses,goals_for,goals_against,goal_difference,avg_goals_for,avg_goals_against,win_rate,points
35,Cambodia,CAM,AFC,58,15,10,33,69,129,-60,1.1896551724137931,2.2241379310344827,0.25862068965517243,55
92,India,IND,AFC,70,18,23,29,71,86,-15,1.0142857142857142,1.2285714285714286,0.2571428571428571,77
80,Grenada,GRN,CONCACAF,51,13,10,28,57,114,-57,1.1176470588235294,2.235294117647059,0.2549019607843137,49
69,Ethiopia,ETH,CAF,59,15,18,26,59,76,-17,1.0,1.2881355932203389,0.2542372881355932,63
190,Tanzania,TAN,CAF,71,18,20,33,58,78,-20,0.8169014084507042,1.0985915492957747,0.2535211267605634,74
115,Luxembourg,LUX,UEFA,79,20,15,44,70,126,-56,0.8860759493670886,1.5949367088607596,0.25316455696202533,75
170,Sierra Leone,SLE,CAF,52,13,18,21,52,74,-22,1.0,1.4230769230769231,0.25,57
122,Malta,MLT,UEFA,77,19,14,44,65,150,-85,0.8441558441558441,1.948051948051948,0.24675324675324675,71
84,Guinea-Bissau,GNB,CAF,61,15,17,29,58,85,-27,0.9508196721311475,1.3934426229508197,0.2459016393442623,62
194,Togo,TOG,CAF,57,14,22,21,60,68,-8,1.0526315789473684,1.1929824561403508,0.24561403508771928,64
183,Sudan,SDN,CAF,74,18,22,34,57,95,-38,0.7702702702702703,1.2837837837837838,0.24324324324324326,76
8,Antigua and Barbuda,ATG,CONCACAF,37,9,5,23,41,91,-50,1.1081081081081081,2.4594594594594597,0.24324324324324326,32
70,Faroe Islands,FRO,UEFA,79,19,15,45,67,133,-66,0.8481012658227848,1.6835443037974684,0.24050632911392406,72
43,Chinese Taipei,TPE,AFC,42,10,4,28,47,100,-53,1.119047619047619,2.380952380952381,0.23809523809523808,34
111,Liberia,LBR,CAF,59,14,12,33,49,85,-36,0.8305084745762712,1.4406779661016949,0.23728813559322035,54
140,Niger,NIG,CAF,65,15,14,36,64,107,-43,0.9846153846153847,1.646153846153846,0.23076923076923078,59
33,Burundi,BDI,CAF,52,12,15,25,57,79,-22,1.0961538461538463,1.5192307692307692,0.23076923076923078,51
39,Central African Republic,CTA,CAF,49,11,10,28,50,87,-37,1.0204081632653061,1.7755102040816326,0.22448979591836735,43
25,Bolivia,BOL,CONMEBOL,85,19,11,55,80,167,-87,0.9411764705882353,1.964705882352941,0.2235294117647059,68
132,Myanmar,MYA,AFC,63,14,11,38,62,162,-100,0.9841269841269841,2.5714285714285716,0.2222222222222222,53
127,Mongolia,MNG,AFC,36,8,3,25,27,81,-54,0.75,2.25,0.2222222222222222,27
18,Barbados,BRB,CONCACAF,50,11,10,29,64,114,-50,1.28,2.28,0.22,43
67,Estonia,EST,UEFA,87,19,18,50,72,161,-89,0.8275862068965517,1.8505747126436782,0.21839080459770116,75
14,Azerbaijan,AZE,UEFA,79,17,18,44,71,133,-62,0.8987341772151899,1.6835443037974684,0.21518987341772153,69
54,Cyprus,CYP,UEFA,80,17,15,48,75,157,-82,0.9375,1.9625,0.2125,66
31,Bulgaria,BUL,UEFA,81,17,27,37,79,128,-49,0.9753086419753086,1.5802469135802468,0.20987654320987653,78
48,Cook Islands,COK,OFC,10,2,0,8,5,33,-28,0.5,3.3,0.2,6
195,Tonga,TGA,OFC,10,2,0,8,12,43,-31,1.2,4.3,0.2,6
216,Zimbabwe,ZIM,CAF,62,12,25,25,52,71,-19,0.8387096774193549,1.1451612903225807,0.1935483870967742,61
126,Moldova,MDA,UEFA,83,16,17,50,61,171,-110,0.7349397590361446,2.0602409638554215,0.1927710843373494,65
212,Yemen,YEM,AFC,47,9,11,27,49,86,-37,1.0425531914893618,1.8297872340425532,0.19148936170212766,38
108,Latvia,LVA,UEFA,79,15,24,40,69,127,-58,0.8734177215189873,1.6075949367088607,0.189873417721519,69
146,Pakistan,PAK,AFC,32,6,3,23,19,66,-47,0.59375,2.0625,0.1875,21
110,Lesotho,LES,CAF,64,12,22,30,44,94,-50,0.6875,1.46875,0.1875,58
179,Sri Lanka,SRI,AFC,49,9,11,29,37,91,-54,0.7551020408163265,1.8571428571428572,0.1836734693877551,38
124,Mauritius,MRI,CAF,44,8,11,25,36,60,-24,0.8181818181818182,1.3636363636363635,0.18181818181818182,35
1,Afghanistan,AFG,AFC,40,7,12,21,28,69,-41,0.7,1.725,0.175,33
200,Turks and Caicos Islands,TCA,CONCACAF,23,4,5,14,20,81,-61,0.8695652173913043,3.5217391304347827,0.17391304347826086,17
15,Bahamas,BAH,CONCACAF,36,6,5,25,41,114,-73,1.1388888888888888,3.1666666666666665,0.16666666666666666,23
